CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,HasBalance,ActiveBalance,InactiveHighBalance,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_30_39,AgeGroup_40_49,AgeGroup_50_59,AgeGroup_60_plus,LogCustomerValue
434,58,9,125801.03,2,1,0,60891.8,1,1,0.0,1,1,0,0,0,0,1,0,12.435607965896626
729,37,10,0.0,2,1,0,100862.54,0,0,0.0,0,0,1,1,1,0,0,0,0.0
513,35,8,0.0,1,1,0,76640.29,1,0,0.0,0,0,0,1,1,0,0,0,0.0
755,41,6,104817.41,1,1,0,126013.58,1,1,0.0,1,0,0,1,0,1,0,0,11.559984703380204
615,30,9,0.0,1,1,0,87347.82,0,0,0.0,0,0,0,0,1,0,0,0,0.0
747,32,5,67495.04,2,0,1,77370.37,0,1,67495.04,0,1,0,0,1,0,0,0,11.812963981163504
850,36,0,164850.54,1,1,1,62722.44,0,1,164850.54,0,0,0,0,1,0,0,0,12.012800590282145
712,49,5,154776.42,2,0,0,196257.68,0,1,0.0,1,1,0,0,0,1,0,0,12.642887313974619
622,28,1,143124.63,2,1,0,81723.8,0,1,0.0,1,1,0,0,0,0,0,0,12.564621742147118
548,35,10,0.0,1,1,1,31299.71,0,0,0.0,0,0,0,0,1,0,0,0,0.0
607,27,2,0.0,2,1,0,63495.86,0,0,0.0,0,0,0,0,0,0,0,0,0.0
653,38,8,102133.38,1,1,1,166520.96,0,1,102133.38,0,0,0,0,1,0,0,0,11.534044676169728
699,26,6,79932.41,1,0,0,150242.44,0,1,0.0,1,0,1,1,0,0,0,0,11.288949192039592
693,40,0,120711.73,1,0,0,27345.18,1,1,0.0,1,1,0,1,0,1,0,0,11.701168869626988
647,43,3,122717.53,2,1,1,87000.39,0,1,122717.53,0,1,0,0,0,1,0,0,12.410791744229051
478,36,3,92363.3,2,1,0,44912.7,0,1,0.0,1,0,1,0,1,0,0,0,12.126637586534113
705,40,5,203715.15,1,1,0,179978.68,1,1,0.0,1,0,1,0,0,1,0,0,12.224482882331841
719,39,5,0.0,2,1,0,145759.7,0,0,0.0,0,0,1,1,1,0,0,0,0.0
726,34,9,0.0,2,0,0,14121.61,0,0,0.0,0,0,0,1,1,0,0,0,0.0
626,21,1,0.0,2,1,0,66232.23,0,0,0.0,0,0,0,1,0,0,0,0,0.0
552,49,4,0.0,1,1,1,190296.76,1,0,0.0,0,0,0,1,0,1,0,0,0.0
807,31,1,93460.47,2,0,0,172782.69,0,1,0.0,1,1,0,0,1,0,0,0,12.13844637553217
621,34,6,0.0,2,1,1,99128.13,0,0,0.0,0,0,0,1,1,0,0,0,0.0
651,24,7,40224.7,1,1,1,178341.33,0,1,40224.7,0,1,0,0,0,0,0,0,10.602261373822282
673,43,5,168069.73,1,1,1,146992.24,1,1,168069.73,0,0,0,0,0,1,0,0,12.032140181689513
652,36,1,0.0,2,1,1,151314.98,0,0,0.0,0,0,0,1,1,0,0,0,0.0
584,47,7,130538.77,1,1,0,92915.84,0,1,0.0,1,1,0,1,0,1,0,0,11.779433210275599
756,37,3,132623.6,1,1,1,58974.0,0,1,132623.6,0,0,0,1,1,0,0,0,11.795277859889117
670,35,3,103465.02,2,1,1,174627.06,0,1,103465.02,0,0,0,0,1,0,0,0,12.240140876647398
765,50,9,126547.8,1,1,1,79579.94,1,1,126547.8,0,0,0,0,0,0,1,0,11.748383283510295
528,30,2,128262.72,2,1,0,50771.16,0,1,0.0,1,0,0,1,1,0,0,0,12.454987018202619
701,40,5,169742.64,1,1,1,153537.55,1,1,169742.64,0,0,0,1,0,1,0,0,12.042044577856009
797,29,1,0.0,2,1,1,132975.39,0,0,0.0,0,0,0,0,0,0,0,0,0.0
639,27,3,150795.81,1,0,1,85208.93,0,1,150795.81,0,1,0,1,0,0,0,0,11.923688580486093
785,61,4,129855.72,2,1,0,170214.82,1,1,0.0,1,0,1,0,0,0,0,1,12.467330297928324
363,28,6,146098.43,3,1,0,100615.14,1,1,0.0,1,0,1,0,0,0,0,0,12.99065042184906
764,24,7,0.0,2,1,0,186105.99,0,0,0.0,0,0,0,0,0,0,0,0,0.0
676,43,2,0.0,1,1,1,55119.53,0,0,0.0,0,0,0,0,0,1,0,0,0.0
718,28,4,65643.3,1,1,0,28760.99,0,1,0.0,1,1,0,1,0,0,0,0,11.092006051894492
590,34,6,0.0,2,1,0,171021.44,0,0,0.0,0,0,1,0,1,0,0,0,0.0
584,38,9,104584.16,1,1,0,176678.72,0,1,0.0,1,0,0,1,1,0,0,0,11.557756946742948
645,41,7,0.0,1,0,1,28667.56,0,0,0.0,0,0,0,1,0,1,0,0,0.0
772,30,6,99785.28,2,0,0,197238.03,0,1,0.0,1,1,0,1,1,0,0,0,12.203928147737614
399,46,2,127655.22,1,1,0,139994.68,1,1,0.0,1,1,0,1,0,1,0,0,11.757096148470366
529,22,5,0.0,1,1,0,151169.83,0,0,0.0,0,0,0,1,0,0,0,0,0.0
463,35,2,101257.16,1,1,1,118113.64,0,1,101257.16,0,0,0,1,1,0,0,0,11.52542857431397
630,40,7,0.0,2,1,1,34453.17,0,0,0.0,0,0,0,0,0,1,0,0,0.0
780,76,10,121313.88,1,0,1,64872.33,0,1,121313.88,0,0,0,1,0,0,0,1,11.70614475847214
584,32,5,0.0,2,1,0,10956.82,0,0,0.0,0,0,1,1,1,0,0,0,0.0
752,30,4,81523.38,1,1,1,36885.85,0,1,81523.38,0,1,0,1,1,0,0,0,11.30865739559947
697,47,6,128252.66,1,1,1,168053.4,0,1,128252.66,0,0,0,0,0,1,0,0,11.76176530063751
850,32,7,0.0,2,0,0,155227.0,0,0,0.0,0,0,0,0,1,0,0,0,0.0
711,51,7,0.0,3,1,0,38409.79,1,0,0.0,0,0,0,1,0,0,1,0,0.0
452,32,5,0.0,2,0,1,75279.39,0,0,0.0,0,0,0,0,1,0,0,0,0.0
610,42,6,0.0,2,1,0,158302.59,1,0,0.0,0,0,1,1,0,1,0,0,0.0
694,22,4,0.0,2,1,1,11525.72,0,0,0.0,0,0,0,0,0,0,0,0,0.0
579,33,6,0.0,1,1,0,94993.04,1,0,0.0,0,0,1,1,1,0,0,0,0.0
745,54,8,0.0,1,1,0,173912.29,1,0,0.0,0,0,1,0,0,0,1,0,0.0
572,33,5,0.0,1,0,1,41139.05,0,0,0.0,0,0,0,1,1,0,0,0,0.0
505,29,3,145541.56,2,1,1,58019.95,0,1,145541.56,0,1,0,1,0,0,0,0,12.58136757654527
706,23,5,0.0,1,0,0,164128.41,1,0,0.0,0,0,0,0,0,0,0,0,0.0
693,44,5,124601.58,2,1,1,46998.13,1,1,124601.58,0,1,0,1,0,1,0,0,12.426027759175042
725,33,7,115182.84,2,1,1,177279.41,0,1,115182.84,0,1,0,0,1,0,0,0,12.347427579290118
791,37,2,163789.49,2,1,0,75832.53,0,1,0.0,1,0,0,1,1,0,0,0,12.69948751798258
536,46,1,65733.41,1,1,0,61094.53,0,1,0.0,1,0,0,1,0,1,0,0,11.093377811658767
699,47,1,0.0,2,0,1,30117.44,0,0,0.0,0,0,1,1,0,1,0,0,0.0
500,47,8,128486.11,1,1,0,179227.12,0,1,0.0,1,0,1,0,0,1,0,0,11.763583867001852
707,53,6,109663.47,1,1,1,52110.45,0,1,109663.47,0,0,1,0,0,0,1,0,11.605180710483651
531,42,6,88324.31,2,1,0,75248.75,0,1,0.0,1,1,0,0,0,1,0,0,12.081923501638643
557,28,7,146445.24,2,1,0,184317.74,0,1,0.0,1,0,0,0,0,0,0,0,12.587557443966665
659,38,3,0.0,2,1,0,158553.1,0,0,0.0,0,0,0,0,1,0,0,0,0.0
575,31,6,0.0,2,1,1,95686.42,0,0,0.0,0,0,1,0,1,0,0,0,0.0
775,36,2,109949.05,2,0,1,71682.54,0,1,109949.05,0,1,0,1,1,0,0,0,12.300924083765036
772,30,4,78653.05,1,1,0,1790.48,0,1,0.0,1,0,1,1,1,0,0,0,11.27281440112124
587,46,9,107850.82,1,1,0,139431.0,1,1,0.0,1,1,0,1,0,1,0,0,11.58851352696467
667,39,4,83765.35,2,1,0,118358.54,0,1,0.0,1,1,0,0,1,0,0,0,12.028927866072372
771,66,7,143773.07,1,1,1,130827.88,0,1,143773.07,0,0,0,0,0,0,0,1,11.875998388120763
523,63,6,116227.27,1,1,1,119404.63,0,1,116227.27,0,1,0,1,0,0,0,1,11.663311381245816
662,33,0,103471.52,1,1,1,162703.0,0,1,103471.52,0,1,0,1,1,0,0,0,11.547061349187896
717,42,5,0.0,2,1,0,172665.21,0,0,0.0,0,0,0,1,0,1,0,0,0.0
746,24,3,137492.35,2,0,1,170142.09,0,1,137492.35,0,0,0,1,0,0,0,0,12.524474375296661
569,28,7,0.0,2,1,0,73977.23,0,0,0.0,0,0,0,1,0,0,0,0,0.0
579,36,9,129829.59,1,1,1,60906.12,0,1,129829.59,0,0,0,1,1,0,0,0,11.773985725748194
519,21,1,146329.57,2,1,1,194867.27,0,1,146329.57,0,0,0,0,0,0,0,0,12.586767283017108
696,30,4,114027.7,1,1,1,193716.56,0,1,114027.7,0,1,0,1,1,0,0,0,11.644205450077779
693,25,6,146580.69,1,0,1,14633.35,0,1,146580.69,0,1,0,1,0,0,0,0,11.895338162953559
587,38,0,132122.42,2,0,0,31730.32,0,1,0.0,1,1,0,0,1,0,0,0,12.48463516094064
626,44,10,81553.93,1,1,0,20063.63,1,1,0.0,1,0,0,0,0,1,0,0,11.309032059931289
666,66,7,0.0,2,1,1,99792.82,0,0,0.0,0,0,0,0,0,0,0,1,0.0
512,24,6,0.0,2,1,0,37654.31,0,0,0.0,0,0,0,1,0,0,0,0,0.0
689,28,3,0.0,2,1,1,192449.02,0,0,0.0,0,0,1,0,0,0,0,0,0.0
803,26,4,0.0,2,1,1,181208.47,0,0,0.0,0,0,0,0,0,0,0,0,0.0
548,32,5,175214.71,1,1,1,155165.61,0,1,175214.71,0,1,0,1,1,0,0,0,12.07377312241418
588,40,10,125534.51,1,1,0,121504.18,1,1,0.0,1,1,0,0,0,1,0,0,11.740343945738852
693,68,4,97705.99,1,1,1,61569.07,0,1,97705.99,0,0,0,1,0,0,0,1,11.489728381019209
499,55,4,126817.65,2,1,0,123269.71,0,1,0.0,1,1,0,0,0,0,1,0,12.443656630103089
628,46,1,46870.43,4,1,0,31272.14,1,1,0.0,1,0,0,0,0,1,0,0,12.14144196014561
624,46,3,0.0,2,1,1,62825.03,0,0,0.0,0,0,1,1,0,1,0,0,0.0
733,42,9,120094.93,1,1,0,184056.45,0,1,0.0,1,0,0,1,0,1,0,0,11.696046119067537
628,38,3,0.0,2,1,1,48924.73,0,0,0.0,0,0,0,0,1,0,0,0,0.0
633,33,3,0.0,2,1,0,191111.02,0,0,0.0,0,0,0,0,1,0,0,0,0.0
559,36,1,104356.94,2,0,1,54184.06,0,1,104356.94,0,1,0,0,1,0,0,0,12.248724389038289
704,27,5,147004.34,1,1,0,64381.33,1,1,0.0,1,1,0,1,0,0,0,0,11.898224191631693
744,38,6,73023.17,2,1,0,78770.86,0,1,0.0,1,1,0,1,1,0,0,0,11.891686094709256
665,40,1,173432.55,1,0,1,116766.79,0,1,173432.55,0,0,1,0,0,1,0,0,12.063549807888768
638,42,7,165679.92,1,0,0,32916.29,0,1,0.0,1,0,0,0,0,1,0,0,12.017819048927057
837,31,9,104678.62,1,0,1,50972.6,0,1,104678.62,0,0,1,1,1,0,0,0,11.55865972652668
534,55,8,116973.26,3,1,0,122066.5,1,1,0.0,1,0,0,0,0,0,1,0,12.768315778968677
548,36,3,0.0,1,1,0,65996.9,0,0,0.0,0,0,0,0,1,0,0,0,0.0
837,38,2,126732.85,1,1,1,79577.38,0,1,126732.85,0,1,0,1,1,0,0,0,11.74984449716173
658,44,6,148481.09,1,1,0,130529.13,0,1,0.0,1,0,0,0,0,1,0,0,11.908219623890789
554,38,4,137654.05,2,1,1,172629.67,0,1,137654.05,0,0,0,0,1,0,0,0,12.525649745433654
724,30,7,115315.04,1,1,0,15216.53,0,1,0.0,1,1,0,1,1,0,0,0,11.655431811932765
723,42,2,99095.73,1,1,1,17512.53,0,1,99095.73,0,0,0,1,0,1,0,0,11.503851722800912
585,39,7,165610.41,2,0,0,131852.01,0,1,0.0,1,1,0,0,1,0,0,0,12.710543580965654
474,33,5,0.0,2,1,0,181945.52,1,0,0.0,0,0,0,1,1,0,0,0,0.0
562,32,6,161628.66,1,1,0,91482.5,0,1,0.0,1,0,1,1,1,0,0,0,11.99306294783176
719,32,9,146605.27,1,1,1,77119.45,0,1,146605.27,0,0,0,1,1,0,0,0,11.895505836960757
635,37,5,113488.68,1,1,0,95611.74,1,1,0.0,1,1,0,1,1,0,0,0,11.639467186659523
743,42,7,77002.2,2,1,1,80428.42,0,1,77002.2,0,0,0,1,0,1,0,0,11.94474294571607
681,67,7,0.0,2,0,1,163714.92,0,0,0.0,0,0,1,1,0,0,0,1,0.0
521,39,6,0.0,2,0,1,27375.15,0,0,0.0,0,0,0,0,1,0,0,0,0.0
741,25,4,0.0,2,1,1,73873.65,0,0,0.0,0,0,1,1,0,0,0,0,0.0
790,46,8,182364.53,1,0,0,139266.48,1,1,0.0,1,0,1,1,0,1,0,0,12.11376835850019
622,35,8,0.0,2,1,1,131772.51,0,0,0.0,0,0,0,1,1,0,0,0,0.0
669,45,7,149364.58,1,0,1,173454.07,0,1,149364.58,0,0,0,1,0,1,0,0,11.914152136917867
583,59,7,127450.14,1,0,1,67552.71,0,1,127450.14,0,0,0,1,0,0,1,0,11.755488354448447
520,63,5,162278.32,1,1,1,34765.33,0,1,162278.32,0,0,1,0,0,0,0,1,11.997074327023213
579,37,5,152212.88,2,0,0,120219.14,0,1,0.0,1,0,1,1,1,0,0,0,12.626185811749643
698,39,9,161993.89,1,0,0,90212.38,0,1,0.0,1,0,1,0,1,0,0,0,11.995320070507146
548,39,7,131468.44,1,1,0,164975.82,0,1,0.0,1,0,1,1,1,0,0,0,11.78652970815469
672,40,10,102980.44,1,1,0,1285.81,1,1,0.0,1,1,0,1,0,1,0,0,11.542304056800095
653,31,9,143321.97,1,1,0,83679.46,0,1,0.0,1,1,0,1,1,0,0,0,11.872855894062115
734,37,2,130404.92,1,0,0,34548.74,0,1,0.0,1,0,1,0,1,0,0,0,11.778407326217202
794,41,7,0.0,2,1,1,74275.08,0,0,0.0,0,0,0,0,0,1,0,0,0.0
641,30,2,87505.47,2,0,1,7278.57,0,1,87505.47,0,0,0,1,1,0,0,0,12.072609479149616
824,30,0,133634.02,1,1,1,162053.92,0,1,133634.02,0,0,0,1,1,0,0,0,11.802867631484233
534,33,3,151233.62,1,0,0,199336.63,0,1,0.0,1,0,1,0,1,0,0,0,11.926587684772308
653,55,2,70263.83,1,0,1,62347.71,0,1,70263.83,0,0,1,1,0,0,1,0,11.160026668119693
498,34,5,0.0,2,1,1,91711.66,0,0,0.0,0,0,0,1,1,0,0,0,0.0
683,30,10,57657.49,1,0,0,79240.9,0,1,0.0,1,0,0,1,1,0,0,0,10.962292782850868
618,42,8,153572.31,2,1,1,76679.6,0,1,153572.31,0,1,0,1,0,1,0,0,12.63507724635691
538,37,1,134752.08,1,1,0,162511.55,0,1,0.0,1,0,0,1,1,0,0,0,11.81119934565288
643,34,3,83132.09,1,1,1,21360.88,0,1,83132.09,0,0,1,1,1,0,0,0,11.32819809653082
428,31,2,0.0,2,1,0,54487.43,0,0,0.0,0,0,0,0,1,0,0,0,0.0
593,32,9,134096.53,2,1,0,53931.05,1,1,0.0,1,1,0,0,1,0,0,0,12.499466101933445
718,31,0,118100.59,2,1,0,103165.15,0,1,0.0,1,0,0,0,1,0,0,0,12.372443412169362
811,52,10,76915.4,1,0,0,146359.81,1,1,0.0,1,1,0,1,0,0,1,0,11.250474396735399
823,46,3,81576.75,1,1,1,28370.95,1,1,81576.75,0,0,1,0,0,1,0,0,11.309311832201919
645,49,2,0.0,2,0,0,10023.15,0,0,0.0,0,0,1,1,0,1,0,0,0.0
710,33,10,118327.17,2,1,1,192928.82,0,1,118327.17,0,0,0,1,1,0,0,0,12.374360100049174
591,30,8,124857.69,2,0,0,50485.7,0,1,0.0,1,0,1,1,1,0,0,0,12.428081072834825
748,27,2,90971.85,1,1,1,131662.47,0,1,90971.85,0,1,0,0,0,0,0,0,11.418316389334928
850,37,7,153147.75,1,1,1,152235.3,0,1,153147.75,0,0,0,0,1,0,0,0,11.939164950294867
542,38,8,65942.26,1,1,1,68093.23,1,1,65942.26,0,0,0,1,1,0,0,0,11.096549954287495
809,38,3,0.0,2,1,1,80061.31,0,0,0.0,0,0,0,1,1,0,0,0,0.0
675,54,2,0.0,1,1,0,149583.67,1,0,0.0,0,0,0,1,0,0,1,0,0.0
607,27,5,100912.19,1,0,0,7631.27,0,1,0.0,1,0,1,0,0,0,0,0,11.522015921286732
850,31,4,0.0,2,1,1,33082.81,0,0,0.0,0,0,0,0,1,0,0,0,0.0
789,37,3,0.0,1,1,0,121883.87,1,0,0.0,0,0,0,1,1,0,0,0,0.0
598,43,5,0.0,3,1,1,100722.72,1,0,0.0,0,0,0,0,0,1,0,0,0.0
756,41,2,124439.49,2,0,1,47093.11,0,1,124439.49,0,1,0,1,0,1,0,0,12.424726051211502
687,47,7,0.0,2,1,1,177624.01,0,0,0.0,0,0,0,0,0,1,0,0,0.0
724,40,6,0.0,2,0,0,106149.48,0,0,0.0,0,0,0,1,0,1,0,0,0.0
700,44,2,58781.76,1,1,0,16874.92,0,1,0.0,1,0,0,0,0,1,0,0,10.98160389361708
635,50,7,159453.64,2,0,0,54560.79,1,1,0.0,1,0,1,1,0,0,1,0,12.6726588169132
687,26,2,142721.52,1,1,1,153605.75,0,1,142721.52,0,1,0,1,0,0,0,0,11.868657604608627
613,46,8,167795.6,1,0,1,44390.38,0,1,167795.6,0,0,0,0,0,1,0,0,12.030507810593036
781,38,3,128345.69,2,1,0,63218.85,0,1,0.0,1,0,0,0,1,0,0,0,12.455633681962075
703,20,3,165260.98,1,1,1,41626.78,0,1,165260.98,0,0,1,1,0,0,0,0,12.015287251304061
593,62,3,118233.81,1,0,1,24765.53,1,1,118233.81,0,1,0,0,0,0,0,1,11.680427841443297
743,40,6,0.0,1,1,0,28280.8,1,0,0.0,0,0,0,0,0,1,0,0,0.0
640,46,8,0.0,2,1,0,89043.19,0,0,0.0,0,0,1,0,0,1,0,0,0.0
849,37,7,143452.74,2,1,1,17294.12,0,1,143452.74,0,1,0,1,1,0,0,0,12.566911587981382
778,38,3,145018.49,2,1,1,126702.41,0,1,145018.49,0,0,0,1,1,0,0,0,12.577767158904663
539,38,8,82407.51,1,1,0,13123.41,0,1,0.0,1,1,0,0,1,0,0,0,11.319443987263922
489,28,1,79460.98,2,1,1,167973.63,0,1,79460.98,0,1,0,1,0,0,0,0,11.976174835478712
568,43,9,0.0,1,1,0,125870.79,1,0,0.0,0,0,1,0,0,1,0,0,0.0
618,38,5,126473.99,1,1,0,91972.49,0,1,0.0,1,0,1,1,1,0,0,0,11.747799860093124
710,30,10,133537.1,2,1,0,155593.74,0,1,0.0,1,1,0,0,1,0,0,0,12.495285545667127
625,52,5,164978.01,1,1,1,67788.49,0,1,164978.01,0,0,0,1,0,0,1,0,12.013573532669357
682,46,7,128029.72,1,1,1,62615.35,0,1,128029.72,0,0,1,1,0,1,0,0,11.760025514106362
727,43,2,97403.18,1,1,1,107415.02,1,1,97403.18,0,0,1,1,0,1,0,0,11.486624404520857
794,41,7,176845.41,3,1,0,166526.26,1,1,0.0,1,0,0,0,0,1,0,0,13.181645413650081
652,71,4,0.0,1,1,1,120107.1,0,0,0.0,0,0,1,1,0,0,0,1,0.0
670,42,3,81589.04,1,1,0,188227.8,0,1,0.0,1,0,1,1,0,1,0,0,11.309462474678885
460,40,6,119507.58,2,1,0,91560.63,1,1,0.0,1,1,0,0,0,1,0,0,12.384286443690614
568,26,6,0.0,2,0,0,166495.2,0,0,0.0,0,0,1,0,0,0,0,0,0.0
643,30,5,94443.77,1,1,1,165614.4,0,1,94443.77,0,0,0,1,1,0,0,0,11.455770498183162
521,37,2,0.0,2,1,1,86372.24,0,0,0.0,0,0,0,1,1,0,0,0,0.0
615,32,7,92199.84,1,1,1,2755.53,0,1,92199.84,0,0,0,1,1,0,0,0,11.431724520132251
575,43,3,0.0,1,1,0,83594.51,0,0,0.0,0,0,1,1,0,1,0,0,0.0
717,41,3,135756.96,1,1,1,103706.41,0,1,135756.96,0,0,0,0,0,1,0,0,11.818628873277826
648,54,9,120633.42,1,0,0,5924.38,1,1,0.0,1,0,0,0,0,0,1,0,11.700519928856416
535,48,5,134542.73,1,1,1,58203.67,1,1,134542.73,0,1,0,1,0,1,0,0,11.809644555292214
626,29,7,0.0,2,1,0,49361.84,0,0,0.0,0,0,1,1,0,0,0,0,0.0
611,52,7,0.0,1,0,1,73585.18,1,0,0.0,0,0,1,1,0,0,1,0,0.0
734,39,6,0.0,1,1,1,95135.27,0,0,0.0,0,0,1,1,1,0,0,0,0.0
709,49,4,154344.49,2,1,1,38794.57,0,1,154344.49,0,0,0,1,0,1,0,0,12.64009275126569
591,43,3,0.0,2,0,1,198926.36,0,0,0.0,0,0,0,1,0,1,0,0,0.0
664,43,9,189026.53,2,1,1,56099.86,0,1,189026.53,0,0,0,1,0,1,0,0,12.842792480248946
431,37,0,120764.08,1,1,1,117023.08,0,1,120764.08,0,0,0,1,1,0,0,0,11.701602449845561
647,22,3,97975.82,2,0,1,62083.0,0,1,97975.82,0,1,0,0,0,0,0,0,12.18562827636172
578,32,4,0.0,2,1,1,141822.8,0,0,0.0,0,0,0,1,1,0,0,0,0.0
555,41,10,113270.2,2,1,1,185387.14,0,1,113270.2,0,1,0,1,0,1,0,0,12.330682988659683
775,30,4,0.0,2,0,1,57461.13,0,0,0.0,0,0,1,1,1,0,0,0,0.0
850,39,3,124548.99,2,1,1,120380.12,0,1,124548.99,0,1,0,1,1,0,0,0,12.42560560650082
625,43,8,201696.07,1,1,0,133020.9,1,1,0.0,1,0,0,1,0,1,0,0,12.21452219731225
645,37,7,0.0,2,1,0,13589.93,0,0,0.0,0,0,1,0,1,0,0,0,0.0
608,44,7,114203.47,1,1,1,77830.36,1,1,114203.47,0,1,0,1,0,1,0,0,11.645745717294417
689,31,4,0.0,2,1,1,136610.02,0,0,0.0,0,0,1,0,1,0,0,0,0.0
652,50,8,125437.64,1,1,1,17160.94,1,1,125437.64,0,1,0,1,0,0,1,0,11.739571993688728
769,26,7,0.0,2,1,0,176843.53,0,0,0.0,0,0,0,0,0,0,0,0,0.0
611,43,8,64897.75,1,1,0,114996.33,0,1,0.0,1,0,0,0,0,1,0,0,11.080583642106081
489,38,8,0.0,2,0,1,196990.79,0,0,0.0,0,0,0,1,1,0,0,0,0.0
528,46,9,135555.66,1,1,0,133146.03,1,1,0.0,1,1,0,0,0,1,0,0,11.817144986881013
632,44,3,107764.75,1,1,0,185667.72,0,1,0.0,1,0,0,1,0,1,0,0,11.587715168977688
429,27,6,117307.44,2,1,1,24020.49,0,1,117307.44,0,0,0,0,0,0,0,0,12.365704902595239
457,41,8,73700.12,3,1,1,185750.02,1,1,73700.12,0,0,0,1,0,1,0,0,12.306376517889488
768,44,6,60603.4,1,1,1,178045.97,0,1,60603.4,0,0,1,0,0,1,0,0,11.012122776682352
715,35,4,40169.88,2,1,1,199857.47,0,1,40169.88,0,0,1,0,1,0,0,0,11.294032367664396
668,32,10,92041.87,1,1,1,43595.9,0,1,92041.87,0,1,0,0,1,0,0,0,11.430009725757893
625,26,3,130483.95,1,1,0,122810.53,0,1,0.0,1,1,0,1,0,0,0,0,11.77901317342387
846,41,5,0.0,3,1,0,3440.47,1,0,0.0,0,0,0,0,0,1,0,0,0.0
661,42,3,0.0,2,1,0,35989.41,0,0,0.0,0,0,1,0,0,1,0,0,0.0
571,23,10,151097.28,1,0,1,17163.75,0,1,151097.28,0,0,0,0,0,0,0,0,11.9256857650061
582,46,8,67563.31,1,1,0,44506.09,1,1,0.0,1,0,1,0,0,1,0,0,11.120835164031968
716,35,8,112808.18,1,0,1,17848.3,0,1,112808.18,0,0,0,0,1,0,0,0,11.633452997713404
758,42,7,0.0,2,0,1,76209.56,0,0,0.0,0,0,0,0,0,1,0,0,0.0
725,66,4,86459.8,1,1,1,141476.56,0,1,86459.8,0,0,0,1,0,0,0,1,11.367446411012496
630,40,0,118633.08,1,0,1,60032.46,1,1,118633.08,0,0,0,0,0,1,0,0,11.68379907671315
627,55,2,159441.27,1,1,0,100686.11,1,1,0.0,1,0,0,0,0,0,1,0,11.979437192115984
653,27,9,0.0,2,1,0,96429.29,0,0,0.0,0,0,0,0,0,0,0,0,0.0
775,38,4,125212.65,2,1,1,15795.88,1,1,125212.65,0,1,0,0,1,0,0,0,12.430919944641493
794,45,8,88656.37,2,1,0,116547.31,0,1,0.0,1,0,1,1,0,1,0,0,12.085675984829539
831,32,2,146033.62,1,1,0,191260.74,0,1,0.0,1,0,0,0,1,0,0,0,11.891598995868861
561,29,9,120268.13,1,1,1,173870.39,0,1,120268.13,0,0,0,1,0,0,0,0,11.697487260554379
705,46,7,0.0,2,1,0,117273.35,0,0,0.0,0,0,1,1,0,1,0,0,0.0
636,33,0,0.0,1,1,0,92277.47,1,0,0.0,0,0,1,0,1,0,0,0,0.0
487,46,4,135070.58,2,1,1,44244.49,1,1,135070.58,0,1,0,0,0,1,0,0,12.50670361793679
693,38,3,0.0,2,0,0,78133.48,1,0,0.0,0,0,0,0,1,0,0,0,0.0
517,29,5,0.0,2,1,0,103402.88,0,0,0.0,0,0,1,0,0,0,0,0,0.0
684,27,9,122550.05,2,0,1,137835.82,0,1,122550.05,0,0,0,0,0,0,0,0,12.40942605747023
620,43,2,0.0,2,1,0,20670.1,0,0,0.0,0,0,1,0,0,1,0,0,0.0
757,29,8,130306.49,1,1,0,77469.38,0,1,0.0,1,0,0,1,0,0,0,0,11.777652244193025
739,27,6,0.0,1,1,1,57572.38,0,0,0.0,0,0,0,0,0,0,0,0,0.0
662,41,4,90350.77,1,1,0,75884.65,1,1,0.0,1,0,1,0,0,1,0,0,11.411465886309944
359,44,6,128747.69,1,1,0,146955.71,1,1,0.0,1,0,0,0,0,1,0,0,11.765617643716938
572,23,2,126873.52,1,0,1,67040.12,0,1,126873.52,0,0,1,1,0,0,0,0,11.7509538455198
721,69,2,108424.19,1,1,1,178418.35,0,1,108424.19,0,0,0,1,0,0,0,1,11.593815721065416
707,32,9,0.0,2,0,0,30807.02,0,0,0.0,0,0,0,1,1,0,0,0,0.0
444,40,5,84350.07,1,1,0,143835.76,0,1,0.0,1,0,0,0,0,1,0,0,11.342742773133729
523,73,7,0.0,2,0,0,130883.9,1,0,0.0,0,0,0,0,0,0,0,1,0.0
685,30,4,84958.6,2,0,1,194343.72,0,1,84958.6,0,1,0,0,1,0,0,0,12.043072423759263
673,29,4,99097.36,1,1,1,9796.69,0,1,99097.36,0,1,0,0,0,0,0,0,11.50386817124068
503,30,10,136622.55,2,0,0,47310.24,0,1,0.0,1,1,0,1,1,0,0,0,12.518128133292832
485,30,5,156771.68,1,1,1,141148.21,0,1,156771.68,0,1,0,0,1,0,0,0,11.96255213702394
799,28,7,167658.33,2,1,1,111138.25,0,1,167658.33,0,1,0,1,0,0,0,0,12.72283360031876
585,33,8,0.0,2,1,0,114182.07,0,0,0.0,0,0,1,0,1,0,0,0,0.0
607,24,2,109483.54,2,0,1,127560.77,0,1,109483.54,0,1,0,0,0,0,0,0,12.296681244750918
521,40,9,134504.78,1,1,0,18082.06,0,1,0.0,1,1,0,0,0,1,0,0,11.809362451078371
535,44,2,114427.86,1,1,1,136330.26,0,1,114427.86,0,0,0,0,0,1,0,0,11.647708598839694
